State,Zip Code,TaxRegionName,EstimatedCombinedRate,StateRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
GA,30318,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30319,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30320,COLLEGE PARK,0.0875,0.04,0.03,0.01,0.0075,0
GA,30321,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30322,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30324,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30325,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30326,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30327,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30328,SANDY SPRINGS,0.0775,0.04,0.03,0.0,0.0075,0
GA,30329,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30331,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30332,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30333,DEKALB CO TSPLOST SP,0.08,0.04,0.03,0.0,0.01,0
GA,30334,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30336,FULTON CO TSPLOST SP,0.0775,0.04,0.03,0.0,0.0075,0
GA,30337,COLLEGE PARK,0.09,0.04,0.04,0.01,0.0,0
GA,30338,DECATUR,0.08,0.04,0.03,0.0,0.01,0
GA,30339,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30340,CHAMBLEE,0.08,0.04,0.03,0.0,0.01,0
GA,30341,BROOKHAVEN,0.08,0.04,0.03,0.0,0.01,0
GA,30342,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30343,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30344,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30345,BROOKHAVEN,0.08,0.04,0.03,0.0,0.01,0
GA,30346,BROOKHAVEN,0.08,0.04,0.03,0.0,0.01,0
GA,30348,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30349,COLLEGE PARK,0.09,0.04,0.04,0.01,0.0,0
GA,30350,SOUTH FULTON,0.0775,0.04,0.03,0.0,0.0075,0
GA,30353,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30354,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30355,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30356,DUNWOODY,0.08,0.04,0.03,0.0,0.01,0
GA,30357,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30358,DUNWOODY,0.08,0.04,0.03,0.0,0.01,0
GA,30359,DEKALB CO TSPLOST SP,0.08,0.04,0.03,0.0,0.01,0
GA,30360,DECATUR,0.08,0.04,0.03,0.0,0.01,0
GA,30361,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30362,DORAVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,30363,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30364,EAST POINT,0.0875,0.04,0.03,0.01,0.0075,0
GA,30366,CHAMBLEE,0.08,0.04,0.03,0.0,0.01,0
GA,30368,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30369,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30370,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30371,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30374,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30375,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30377,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30378,FULTON CO TSPLOST SP,0.0775,0.04,0.03,0.0,0.0075,0
GA,30380,SOUTH FULTON,0.0775,0.04,0.03,0.0,0.0075,0
GA,30384,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30385,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30388,SOUTH FULTON,0.0775,0.04,0.03,0.0,0.0075,0
GA,30392,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30394,ATLANTA,0.089,0.04,0.03,0.015,0.004,0
GA,30396,SOUTH FULTON,0.0775,0.04,0.03,0.0,0.0075,0
GA,30398,SOUTH FULTON,0.0775,0.04,0.03,0.0,0.0075,0
GA,30401,EMANUEL CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30410,AILEY,0.08,0.04,0.03,0.0,0.01,0
GA,30411,GLENWOOD,0.08,0.04,0.03,0.0,0.01,0
GA,30412,ALSTON,0.08,0.04,0.03,0.0,0.01,0
GA,30413,JOHNSON,0.08,0.04,0.04,0.0,0.0,0
GA,30414,EVANS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30415,BROOKLET,0.08,0.04,0.04,0.0,0.0,0
GA,30417,EVANS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30420,COBBTOWN,0.08,0.04,0.03,0.0,0.01,0
GA,30421,COLLINS,0.08,0.04,0.03,0.0,0.01,0
GA,30423,EVANS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30424,SCREVEN,0.08,0.04,0.04,0.0,0.0,0
GA,30425,GARFIELD,0.08,0.04,0.03,0.0,0.01,0
GA,30426,SCREVEN,0.08,0.04,0.04,0.0,0.0,0
GA,30427,GLENNVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,30428,GLENWOOD,0.08,0.04,0.03,0.0,0.01,0
GA,30429,HAGAN,0.08,0.04,0.03,0.0,0.01,0
GA,30434,LOUISVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,30436,VIDALIA,0.08,0.04,0.03,0.0,0.01,0
GA,30438,MANASSAS,0.08,0.04,0.03,0.0,0.01,0
GA,30439,PULASKI,0.08,0.04,0.03,0.0,0.01,0
GA,30441,EMANUEL CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30442,MILLEN,0.08,0.04,0.03,0.0,0.01,0
GA,30445,AILEY,0.08,0.04,0.03,0.0,0.01,0
GA,30446,OLIVER,0.08,0.04,0.04,0.0,0.0,0
GA,30448,EMANUEL CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30449,OLIVER,0.08,0.04,0.04,0.0,0.0,0
GA,30450,PORTAL,0.08,0.04,0.04,0.0,0.0,0
GA,30451,PULASKI,0.08,0.04,0.03,0.0,0.01,0
GA,30452,REGISTER,0.08,0.04,0.04,0.0,0.0,0
GA,30453,REIDSVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,30454,LAURENS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30455,ROCKY FORD,0.08,0.04,0.04,0.0,0.0,0
GA,30456,JENKINS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30457,SOPERTON,0.08,0.04,0.03,0.0,0.01,0
GA,30458,STATESBORO,0.08,0.04,0.04,0.0,0.0,0
GA,30459,STATESBORO,0.08,0.04,0.04,0.0,0.0,0
GA,30460,STATESBORO,0.08,0.04,0.04,0.0,0.0,0
GA,30461,STATESBORO,0.08,0.04,0.04,0.0,0.0,0
GA,30464,STILLMORE,0.08,0.04,0.03,0.0,0.01,0
GA,30467,SYLVANIA,0.08,0.04,0.04,0.0,0.0,0
GA,30470,TARRYTOWN,0.08,0.04,0.03,0.0,0.01,0
GA,30471,GARFIELD,0.08,0.04,0.03,0.0,0.01,0
GA,30473,UVALDA,0.08,0.04,0.03,0.0,0.01,0
GA,30474,ALSTON,0.08,0.04,0.03,0.0,0.01,0
GA,30475,VIDALIA,0.08,0.04,0.03,0.0,0.01,0
GA,30477,JOHNSON,0.08,0.04,0.04,0.0,0.0,0
GA,30499,REIDSVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,30501,GAINESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30502,HALL,0.07,0.04,0.03,0.0,0.0,0
GA,30503,GAINESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30504,GAINESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30506,GAINESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30507,GAINESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30510,ALTO,0.08,0.04,0.04,0.0,0.0,0
GA,30511,BALDWIN,0.08,0.04,0.04,0.0,0.0,0
GA,30512,BLAIRSVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30513,BLUE RIDGE,0.07,0.04,0.03,0.0,0.0,0
GA,30514,BLAIRSVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30515,BUFORD,0.06,0.04,0.02,0.0,0.0,0
GA,30516,BOWERSVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30517,BRASELTON,0.08,0.04,0.04,0.0,0.0,0
GA,30518,HALL,0.07,0.04,0.03,0.0,0.0,0
GA,30519,BRASELTON,0.07,0.04,0.03,0.0,0.0,0
GA,30520,CANON,0.07,0.04,0.03,0.0,0.0,0
GA,30521,BANKS,0.08,0.04,0.04,0.0,0.0,0
GA,30522,FANNIN,0.07,0.04,0.03,0.0,0.0,0
GA,30523,RABUN,0.08,0.04,0.04,0.0,0.0,0
GA,30525,CLAYTON,0.08,0.04,0.04,0.0,0.0,0
GA,30527,CLERMONT,0.07,0.04,0.03,0.0,0.0,0
GA,30528,LUMPKIN,0.08,0.04,0.04,0.0,0.0,0
GA,30529,BANKS,0.08,0.04,0.04,0.0,0.0,0
GA,30530,ILA,0.08,0.04,0.04,0.0,0.0,0
GA,30531,CORNELIA,0.07,0.04,0.03,0.0,0.0,0
GA,30533,DAHLONEGA,0.08,0.04,0.04,0.0,0.0,0
GA,30534,DAWSONVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,30535,CLARKESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30536,DAWSON,0.08,0.04,0.04,0.0,0.0,0
GA,30537,DILLARD,0.08,0.04,0.04,0.0,0.0,0
GA,30538,TOCCOA,0.07,0.04,0.03,0.0,0.0,0
GA,30539,EAST ELLIJAY,0.07,0.04,0.03,0.0,0.0,0
GA,30540,EAST ELLIJAY,0.07,0.04,0.03,0.0,0.0,0
GA,30541,FANNIN,0.07,0.04,0.03,0.0,0.0,0
GA,30542,BRASELTON,0.07,0.04,0.03,0.0,0.0,0
GA,30543,GILLSVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,30545,HELEN,0.07,0.04,0.03,0.0,0.0,0
GA,30546,HIAWASSEE,0.08,0.04,0.04,0.0,0.0,0
GA,30547,HOMER,0.08,0.04,0.04,0.0,0.0,0
GA,30548,BRASELTON,0.08,0.04,0.04,0.0,0.0,0
GA,30549,ARCADE,0.07,0.04,0.03,0.0,0.0,0
GA,30552,TALLULAH FALLS,0.08,0.04,0.04,0.0,0.0,0
GA,30553,LAVONIA,0.07,0.04,0.03,0.0,0.0,0
GA,30554,BANKS,0.08,0.04,0.04,0.0,0.0,0
GA,30555,MCCAYSVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30557,STEPHENS,0.07,0.04,0.03,0.0,0.0,0
GA,30558,HOMER,0.08,0.04,0.04,0.0,0.0,0
GA,30559,MCCAYSVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30560,BLUE RIDGE,0.07,0.04,0.03,0.0,0.0,0
GA,30562,MOUNTAIN CITY,0.08,0.04,0.04,0.0,0.0,0
GA,30563,MOUNT AIRY,0.07,0.04,0.03,0.0,0.0,0
GA,30564,LUMPKIN,0.08,0.04,0.04,0.0,0.0,0
GA,30565,MADISON,0.08,0.04,0.04,0.0,0.0,0
GA,30566,GAINESVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30567,TALMO,0.07,0.04,0.03,0.0,0.0,0
GA,30568,DILLARD,0.08,0.04,0.04,0.0,0.0,0
GA,30571,HELEN,0.07,0.04,0.03,0.0,0.0,0
GA,30572,LUMPKIN,0.08,0.04,0.04,0.0,0.0,0
GA,30573,TALLULAH FALLS,0.08,0.04,0.04,0.0,0.0,0
GA,30575,TALMO,0.07,0.04,0.03,0.0,0.0,0
GA,30576,RABUN,0.08,0.04,0.04,0.0,0.0,0
GA,30577,BANKS,0.08,0.04,0.04,0.0,0.0,0
GA,30580,HABERSHAM,0.07,0.04,0.03,0.0,0.0,0
GA,30581,RABUN,0.08,0.04,0.04,0.0,0.0,0
GA,30582,YOUNG HARRIS,0.08,0.04,0.04,0.0,0.0,0
GA,30597,DAHLONEGA,0.08,0.04,0.04,0.0,0.0,0
GA,30598,STEPHENS,0.07,0.04,0.03,0.0,0.0,0
GA,30599,COMMERCE,0.07,0.04,0.03,0.0,0.0,0
GA,30601,HULL,0.08,0.04,0.04,0.0,0.0,0
GA,30602,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30603,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30604,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30605,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30606,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30607,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30608,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30609,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30619,OGLETHORPE,0.08,0.04,0.04,0.0,0.0,0
GA,30620,BETHLEHEM,0.08,0.04,0.04,0.0,0.0,0
GA,30621,BISHOP,0.08,0.04,0.04,0.0,0.0,0
GA,30622,ATHENS,0.08,0.04,0.03,0.0,0.01,0
GA,30623,BOSTWICK,0.08,0.04,0.04,0.0,0.0,0
GA,30624,BOWMAN,0.08,0.04,0.04,0.0,0.0,0
GA,30625,BUCKHEAD,0.08,0.04,0.04,0.0,0.0,0
GA,30627,CARLTON,0.08,0.04,0.04,0.0,0.0,0
GA,30628,COLBERT,0.08,0.04,0.04,0.0,0.0,0
GA,30629,COMER,0.08,0.04,0.04,0.0,0.0,0
GA,30630,CRAWFORD,0.08,0.04,0.04,0.0,0.0,0
GA,30631,CRAWFORDVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,30633,DANIELSVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,30634,ELBERT,0.08,0.04,0.04,0.0,0.0,0
GA,30635,ELBERTON,0.08,0.04,0.04,0.0,0.0,0
GA,30638,OCONEE,0.08,0.04,0.04,0.0,0.0,0
GA,30639,FRANKLIN SPRINGS,0.07,0.04,0.03,0.0,0.0,0
GA,30641,MORGAN,0.08,0.04,0.04,0.0,0.0,0
GA,30642,WHITE PLAINS,0.08,0.04,0.04,0.0,0.0,0
GA,30643,HARTWELL,0.07,0.04,0.03,0.0,0.0,0
GA,30645,NORTH HIGH SHOALS,0.08,0.04,0.04,0.0,0.0,0
GA,30646,HULL,0.08,0.04,0.04,0.0,0.0,0
GA,30647,ILA,0.08,0.04,0.04,0.0,0.0,0
GA,30648,LEXINGTON  GA,0.08,0.04,0.04,0.0,0.0,0
GA,30650,BOSTWICK,0.08,0.04,0.04,0.0,0.0,0
GA,30655,WALTON,0.07,0.04,0.03,0.0,0.0,0
GA,30656,BARROW,0.08,0.04,0.04,0.0,0.0,0
GA,30660,RAYLE,0.08,0.04,0.03,0.0,0.01,0
GA,30662,BOWMAN,0.08,0.04,0.04,0.0,0.0,0
GA,30663,RUTLEDGE,0.08,0.04,0.04,0.0,0.0,0
GA,30664,SHARON,0.08,0.04,0.03,0.0,0.01,0
GA,30665,SILOAM,0.08,0.04,0.04,0.0,0.0,0
GA,30666,STATHAM,0.08,0.04,0.04,0.0,0.0,0
GA,30667,MAXEYS,0.08,0.04,0.04,0.0,0.0,0
GA,30668,TIGNALL,0.08,0.04,0.03,0.0,0.01,0
GA,30669,UNION POINT,0.08,0.04,0.04,0.0,0.0,0
GA,30671,MAXEYS,0.08,0.04,0.04,0.0,0.0,0
GA,30673,WASHINGTON,0.08,0.04,0.03,0.0,0.01,0
GA,30677,WATKINSVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,30678,WHITE PLAINS,0.08,0.04,0.04,0.0,0.0,0
GA,30680,AUBURN,0.08,0.04,0.04,0.0,0.0,0
GA,30683,OGLETHORPE,0.08,0.04,0.04,0.0,0.0,0
GA,30701,CALHOUN,0.07,0.04,0.03,0.0,0.0,0
GA,30703,CALHOUN,0.07,0.04,0.03,0.0,0.0,0
GA,30705,MURRAY,0.07,0.04,0.03,0.0,0.0,0
GA,30707,CHICKAMAUGA,0.08,0.04,0.03,0.0,0.01,0
GA,30708,MURRAY,0.07,0.04,0.03,0.0,0.0,0
GA,30710,COHUTTA,0.07,0.04,0.03,0.0,0.0,0
GA,30711,MURRAY,0.07,0.04,0.03,0.0,0.0,0
GA,30719,DALTON,0.07,0.04,0.03,0.0,0.0,0
GA,30720,DALTON,0.07,0.04,0.03,0.0,0.0,0
GA,30721,DALTON,0.07,0.04,0.03,0.0,0.0,0
GA,30722,DALTON,0.07,0.04,0.03,0.0,0.0,0
GA,30724,ETON,0.07,0.04,0.03,0.0,0.0,0
GA,30725,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30726,CATOOSA,0.07,0.04,0.03,0.0,0.0,0
GA,30728,LAFAYETTE,0.08,0.04,0.03,0.0,0.01,0
GA,30730,LYERLY,0.07,0.04,0.03,0.0,0.0,0
GA,30731,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30732,GORDON,0.07,0.04,0.03,0.0,0.0,0
GA,30733,PLAINVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,30734,RANGER,0.07,0.04,0.03,0.0,0.0,0
GA,30735,RESACA,0.07,0.04,0.03,0.0,0.0,0
GA,30736,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30738,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30739,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30740,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30741,FORT OGLETHORPE,0.08,0.04,0.03,0.0,0.01,0
GA,30742,FORT OGLETHORPE,0.07,0.04,0.03,0.0,0.0,0
GA,30746,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30747,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30750,LOOKOUT MOUNTAIN,0.08,0.04,0.03,0.0,0.01,0
GA,30751,MURRAY,0.07,0.04,0.03,0.0,0.0,0
GA,30752,TRENTON,0.07,0.04,0.03,0.0,0.0,0
GA,30753,WALKER CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30755,TUNNEL HILL,0.07,0.04,0.03,0.0,0.0,0
GA,30756,VARNELL,0.07,0.04,0.03,0.0,0.0,0
GA,30757,DADE,0.07,0.04,0.03,0.0,0.0,0
GA,30802,COLUMBIA CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30803,AVERA,0.08,0.04,0.03,0.0,0.01,0
GA,30805,BLYTHE,0.085,0.04,0.035,0.0,0.01,0
GA,30806,MCDUFFIE,0.08,0.04,0.03,0.0,0.01,0
GA,30807,CAMAK,0.08,0.04,0.03,0.0,0.01,0
GA,30808,DEARING,0.08,0.04,0.03,0.0,0.01,0
GA,30809,COLUMBIA CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30810,EDGE HILL,0.08,0.04,0.03,0.0,0.01,0
GA,30812,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30813,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30814,HARLEM,0.08,0.04,0.03,0.0,0.01,0
GA,30815,HEPHZIBAH,0.085,0.04,0.035,0.0,0.01,0
GA,30816,JEFFERSON CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30817,LINCOLNTON,0.08,0.04,0.03,0.0,0.01,0
GA,30818,JEFFERSON CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30819,WARREN CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30820,EDGE HILL,0.08,0.04,0.03,0.0,0.01,0
GA,30821,NORWOOD,0.08,0.04,0.03,0.0,0.01,0
GA,30822,JENKINS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30823,STAPLETON,0.08,0.04,0.03,0.0,0.01,0
GA,30824,THOMSON,0.08,0.04,0.03,0.0,0.01,0
GA,30828,WARRENTON,0.08,0.04,0.03,0.0,0.01,0
GA,30830,JENKINS CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30833,WRENS,0.08,0.04,0.03,0.0,0.01,0
GA,30901,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30903,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30904,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30905,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30906,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30907,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30909,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30912,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30914,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30916,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30917,COLUMBIA CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,30919,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,30999,AUGUSTA,0.085,0.04,0.035,0.0,0.01,0
GA,31001,ABBEVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,31002,JOHNSON,0.08,0.04,0.04,0.0,0.0,0
GA,31003,ALLENTOWN,0.07,0.04,0.03,0.0,0.0,0
GA,31004,MONROE,0.08,0.04,0.04,0.0,0.0,0
GA,31005,WARNER ROBINS,0.07,0.04,0.03,0.0,0.0,0
GA,31006,BUTLER,0.08,0.04,0.03,0.0,0.01,0
GA,31007,DOOLING,0.08,0.04,0.03,0.0,0.01,0
GA,31008,FORT VALLEY,0.08,0.04,0.04,0.0,0.0,0
GA,31009,CADWELL,0.08,0.04,0.03,0.0,0.01,0
GA,31010,CORDELE,0.08,0.04,0.03,0.0,0.01,0
GA,31011,CHAUNCEY,0.08,0.04,0.03,0.0,0.01,0
GA,31012,CHESTER,0.08,0.04,0.03,0.0,0.01,0
GA,31013,HOUSTON,0.07,0.04,0.03,0.0,0.0,0
GA,31014,COCHRAN,0.08,0.04,0.03,0.0,0.01,0
GA,31015,CORDELE,0.08,0.04,0.03,0.0,0.01,0
GA,31016,CULLODEN,0.08,0.04,0.04,0.0,0.0,0
GA,31017,DANVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,31018,DAVISBORO,0.08,0.04,0.03,0.0,0.01,0
GA,31019,DEXTER,0.08,0.04,0.03,0.0,0.01,0
GA,31020,BIBB,0.08,0.04,0.04,0.0,0.0,0
GA,31021,DUBLIN,0.08,0.04,0.03,0.0,0.01,0
GA,31022,DUDLEY,0.08,0.04,0.03,0.0,0.01,0
GA,31023,EASTMAN,0.08,0.04,0.03,0.0,0.01,0
GA,31024,EATONTON,0.08,0.04,0.03,0.0,0.01,0
GA,31025,HOUSTON,0.07,0.04,0.03,0.0,0.0,0
GA,31026,EATONTON,0.08,0.04,0.03,0.0,0.01,0
GA,31027,DUBLIN,0.08,0.04,0.03,0.0,0.01,0
GA,31028,CENTERVILLE,0.07,0.04,0.03,0.0,0.0,0
GA,31029,FORSYTH,0.08,0.04,0.04,0.0,0.0,0
GA,31030,FORT VALLEY,0.08,0.04,0.04,0.0,0.0,0
GA,31031,BALDWIN,0.08,0.04,0.04,0.0,0.0,0
GA,31032,GRAY,0.07,0.04,0.03,0.0,0.0,0
GA,31033,BALDWIN,0.08,0.04,0.04,0.0,0.0,0
GA,31034,BALDWIN,0.08,0.04,0.04,0.0,0.0,0
GA,31035,JOHNSON,0.08,0.04,0.04,0.0,0.0,0
GA,31036,BLECKLEY CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,31037,MCRAE-HELENA,0.08,0.04,0.03,0.0,0.01,0
GA,31038,PUTNAM CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,31039,TAYLOR CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,31040,DUBLIN,0.08,0.04,0.03,0.0,0.01,0
GA,31041,IDEAL,0.08,0.04,0.03,0.0,0.01,0
GA,31042,IRWINTON,0.07,0.04,0.03,0.0,0.0,0
GA,31044,JEFFERSONVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,31045,HANCOCK CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,31046,MONROE,0.08,0.04,0.04,0.0,0.0,0
GA,31047,WARNER ROBINS,0.07,0.04,0.03,0.0,0.0,0
GA,31049,JOHNSON,0.08,0.04,0.04,0.0,0.0,0
GA,31050,CRAWFORD,0.08,0.04,0.04,0.0,0.0,0
GA,31051,LILLY,0.08,0.04,0.03,0.0,0.01,0
GA,31052,BIBB,0.08,0.04,0.04,0.0,0.0,0
GA,31054,MCINTYRE,0.07,0.04,0.03,0.0,0.0,0
GA,31055,LUMBER CITY,0.08,0.04,0.03,0.0,0.01,0
GA,31057,MARSHALLVILLE,0.08,0.04,0.03,0.0,0.01,0
GA,31058,MARION,0.08,0.04,0.03,0.0,0.01,0
GA,31059,MILLEDGEVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,31060,MILAN,0.08,0.04,0.03,0.0,0.01,0
GA,31061,MILLEDGEVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,31062,MILLEDGEVILLE,0.08,0.04,0.04,0.0,0.0,0
GA,31063,DOOLING,0.08,0.04,0.03,0.0,0.01,0
GA,31064,MONROE,0.08,0.04,0.04,0.0,0.0,0
GA,31065,MONTROSE,0.08,0.04,0.03,0.0,0.01,0
GA,31066,BIBB,0.08,0.04,0.04,0.0,0.0,0
GA,31067,OCONEE,0.08,0.04,0.03,0.0,0.01,0
GA,31068,IDEAL,0.08,0.04,0.03,0.0,0.01,0
GA,31069,PERRY,0.08,0.04,0.04,0.0,0.0,0
GA,31070,PINEHURST,0.08,0.04,0.03,0.0,0.01,0
GA,31071,PINEVIEW,0.08,0.04,0.03,0.0,0.01,0
GA,31072,PITTS,0.08,0.04,0.03,0.0,0.01,0
GA,31075,RENTZ,0.08,0.04,0.03,0.0,0.01,0
GA,31076,REYNOLDS,0.08,0.04,0.03,0.0,0.01,0
GA,31077,RHINE,0.08,0.04,0.03,0.0,0.01,0
GA,31078,ROBERTA,0.08,0.04,0.04,0.0,0.0,0
GA,31079,ROCHELLE,0.08,0.04,0.03,0.0,0.01,0
GA,31081,MACON CO TSPLOST TR,0.08,0.04,0.03,0.0,0.01,0
GA,31082,DEEPSTEP,0.08,0.04,0.03,0.0,0.01,0
GA,31083,SCOTLAND,0.08,0.04,0.03,0.0,0.01,0
GA,31085,MONTICELLO,0.07,0.04,0.03,0.0,0.0,0
GA,31086,MONROE,0.08,0.04,0.04,0.0,0.0,0
GA,31087,SPARTA,0.08,0.04,0.03,0.0,0.01,0
GA,31088,WARNER ROBINS,0.07,0.04,0.03,0.0,0.0,0
GA,31089,JOHNSON,0.08,0.04,0.04,0.0,0.0,0
GA,31090,TOOMSBORO,0.07,0.04,0.03,0.0,0.0,0
GA,31091,UNADILLA,0.08,0.04,0.03,0.0,0.01,0
GA,31092,VIENNA,0.08,0.04,0.03,0.0,0.01,0
GA,31093,CENTERVILLE,0.07,0.04,0.03,0.0,0.0,0
